	Signature.1	Signature.2	Signature.3	Signature.13	Signature.6	out
TCGA-E2-A14Z-01A-11D-A10Y-09	21	17	21	0	0	1
TCGA-E2-A150-01A-11D-A12B-09	10	0	30	0	4	0
TCGA-E2-A152-01A-11D-A12B-09	24	35	11	51	0	0
TCGA-E2-A153-01A-12D-A12B-09	21	2	0	0	0	0
TCGA-E2-A154-01A-11D-A10Y-09	12	0	15	0	13	0
TCGA-E2-A155-01A-11D-A12B-09	20	10	14	0	8	0
TCGA-E2-A156-01A-11D-A12B-09	4	1	5	1	1	0
TCGA-E2-A158-01A-11D-A12B-09	26	0	59	0	0	0
TCGA-E2-A159-01A-11D-A10Y-09	20	38	22	67	0	0
TCGA-E2-A15A-01A-11D-A12B-09	14	0	20	0	4	0
TCGA-E2-A15A-06A-11D-A12B-09	11	0	8	0	7	0
TCGA-E2-A15C-01A-31D-A12B-09	0	0	3	0	23	0
TCGA-E2-A15D-01A-11D-A10Y-09	15	0	9	0	3	0
TCGA-E2-A15E-01A-11D-A12B-09	13	0	12	2	0	0
TCGA-E2-A15E-06A-11D-A12B-09	11	0	10	2	9	0
TCGA-E2-A15F-01A-11D-A10Y-09	18	0	0	0	0	0
TCGA-E2-A15G-01A-11D-A12B-09	21	6	26	0	0	0
TCGA-E2-A15H-01A-11D-A12B-09	13	0	4	0	11	0
TCGA-E2-A15I-01A-21D-A135-09	0	0	173	0	0	0
TCGA-E2-A15J-01A-11D-A12Q-09	0	0	8	0	14	0
TCGA-E2-A15K-01A-11D-A12Q-09	9	0	17	0	11	0
TCGA-E2-A15K-06A-11D-A12Q-09	24	0	18	0	5	0
TCGA-E2-A15L-01A-11D-A12B-09	21	0	4	3	0	0
TCGA-E2-A15M-01A-11D-A12B-09	17	12	19	7	9	0
TCGA-E2-A15O-01A-11D-A10Y-09	16	2	12	0	0	0
TCGA-E2-A15P-01A-11D-A10Y-09	10	2	4	0	5	0
TCGA-E2-A15R-01A-11D-A10Y-09	35	5	0	0	0	0
TCGA-E2-A15S-01A-11D-A10Y-09	0	5	31	0	6	1
TCGA-E2-A15T-01A-11D-A10Y-09	24	0	5	2	0	0
TCGA-E2-A1AZ-01A-11D-A12Q-09	9	5	12	18	6	0
TCGA-E2-A1B0-01A-11D-A12Q-09	13	6	9	0	10	0
TCGA-E2-A1B1-01A-21D-A12Q-09	6	1	7	0	0	0
TCGA-E2-A1B4-01A-11D-A12Q-09	0	8	15	0	11	0
TCGA-E2-A1B5-01A-21D-A12Q-09	4	5	0	1	0	0
TCGA-E2-A1B6-01A-31D-A12Q-09	3	0	1	0	6	0
TCGA-E2-A1BC-01A-11D-A14G-09	4	0	15	0	13	0
TCGA-E2-A1BD-01A-11D-A12Q-09	18	0	7	0	0	0
TCGA-E2-A1IE-01A-11D-A188-09	12	0	8	0	0	0
TCGA-E2-A1IF-01A-11D-A142-09	3	0	10	0	0	0
TCGA-E2-A1IG-01A-11D-A142-09	24	0	12	0	0	0
TCGA-E2-A1IH-01A-11D-A188-09	16	15	17	12	0	0
TCGA-E2-A1II-01A-11D-A142-09	8	0	17	0	0	0
TCGA-E2-A1IJ-01A-11D-A142-09	10	0	4	0	0	1
TCGA-E2-A1IK-01A-11D-A17G-09	9	0	5	1	0	0
TCGA-E2-A1IL-01A-11D-A14G-09	4	0	3	0	11	0
TCGA-E2-A1IN-01A-11D-A13L-09	18	65	29	79	0	0
TCGA-E2-A1IO-01A-11D-A142-09	11	1	0	0	0	0
TCGA-E2-A1IU-01A-11D-A14G-09	9	6	7	0	0	0
TCGA-E2-A1L6-01A-11D-A13L-09	4	2	7	0	5	0
TCGA-E2-A1L7-01A-11D-A142-09	17	0	47	0	0	0
TCGA-E2-A1L8-01A-11D-A13L-09	3	4	18	4	2	0
TCGA-E2-A1L9-01A-11D-A13L-09	5	0	9	0	7	1
TCGA-E2-A1LA-01A-11D-A142-09	0	0	53	0	27	0
TCGA-E2-A1LB-01A-11D-A142-09	13	8	3	12	0	0
TCGA-E2-A1LE-01A-12D-A19Y-09	19	11	33	0	12	0
TCGA-E2-A1LG-01A-21D-A14K-09	22	37	11	54	0	0
TCGA-E2-A1LH-01A-11D-A14G-09	24	0	90	25	0	0
TCGA-E2-A1LI-01A-12D-A159-09	8	1	2	2	0	0
TCGA-E2-A1LK-01A-21D-A14G-09	24	0	0	2	11	0
TCGA-E2-A1LL-01A-11D-A142-09	6	0	15	3	0	0
TCGA-E2-A1LS-01A-12D-A159-09	21	0	43	0	0	0
TCGA-E2-A2P5-01A-11D-A19Y-09	43	19	23	8	7	0
TCGA-E2-A2P6-01A-11D-A19Y-09	27	94	14	23	0	0
TCGA-E2-A3DX-01A-21D-A20S-09	6	7	7	0	3	0
TCGA-E2-A56Z-01A-12D-A29N-09	34	0	9	0	0	0
TCGA-E2-A570-01A-11D-A29N-09	10	0	14	0	5	0
TCGA-E2-A573-01A-11D-A29N-09	4	0	41	0	13	0
TCGA-E2-A574-01A-11D-A29N-09	39	27	32	15	0	0
TCGA-E9-A1N3-01A-12D-A159-09	9	0	17	0	0	0
TCGA-E9-A1N4-01A-11D-A14K-09	10	5	12	2	0	0
TCGA-E9-A1N5-01A-11D-A14G-09	3	6	14	0	5	0
TCGA-E9-A1N8-01A-11D-A142-09	2	6	15	2	0	0
TCGA-E9-A1N9-01A-11D-A14G-09	8	0	26	0	12	0
TCGA-E9-A1NA-01A-11D-A142-09	27	9	39	8	0	0
TCGA-E9-A1NC-01A-12W-A16L-09	0	4	26	0	24	1
TCGA-E9-A1ND-01A-11D-A142-09	28	0	30	8	0	0
TCGA-E9-A1NE-01A-21D-A14K-09	0	0	31	0	2	0
TCGA-E9-A1NF-01A-11D-A14G-09	12	17	11	0	0	0
TCGA-E9-A1NG-01A-21D-A14K-09	9	1	6	0	0	0
TCGA-E9-A1NH-01A-11D-A14G-09	12	0	11	0	0	0
TCGA-E9-A1NI-01A-11W-A16H-09	3	2	7	0	8	0
TCGA-E9-A1QZ-01A-21D-A167-09	3	0	5	0	0	0
TCGA-E9-A1R0-01A-22D-A16D-09	14	4	2	4	0	0
TCGA-E9-A1R2-01A-11D-A14G-09	16	0	24	11	0	0
TCGA-E9-A1R3-01A-31D-A14K-09	14	3	6	0	0	0
TCGA-E9-A1R4-01A-21D-A14G-09	18	30	24	23	0	0
TCGA-E9-A1R5-01A-11D-A14K-09	27	3	2	0	0	0
TCGA-E9-A1R6-01A-11D-A14G-09	18	1	2	0	0	0
TCGA-E9-A1R7-01A-11D-A14K-09	4	11	26	0	10	0
TCGA-E9-A1RA-01A-11D-A14G-09	10	5	7	0	0	0
TCGA-E9-A1RB-01A-11D-A17G-09	0	0	14	0	16	0
TCGA-E9-A1RC-01A-11D-A159-09	24	0	17	0	4	0
TCGA-E9-A1RD-01A-11D-A159-09	3	7	6	0	7	0
TCGA-E9-A1RE-01A-11D-A159-09	14	0	14	0	19	0
TCGA-E9-A1RF-01A-11D-A159-09	35	0	89	0	0	0
TCGA-E9-A1RG-01A-11D-A14G-09	16	3	19	0	0	0
TCGA-E9-A1RH-01A-21D-A167-09	22	7	27	7	11	0
TCGA-E9-A1RI-01A-11D-A167-09	12	3	2	0	0	0
TCGA-E9-A226-01A-21D-A159-09	5	6	11	6	0	0
TCGA-E9-A227-01A-11D-A159-09	7	2	4	0	0	0
TCGA-E9-A228-01A-31D-A159-09	12	9	5	0	15	0
TCGA-E9-A229-01A-31D-A17G-09	5	2	3	2	6	0
TCGA-E9-A22A-01A-11D-A159-09	6	5	16	4	0	0
TCGA-E9-A22B-01A-11D-A159-09	30	10	12	0	0	0
TCGA-E9-A22D-01A-11D-A159-09	16	0	0	1	0	0
TCGA-E9-A22E-01A-11D-A159-09	7	0	67	7	0	1
TCGA-E9-A22G-01A-11D-A159-09	6	0	80	0	7	1
TCGA-E9-A22H-01A-11D-A159-09	12	0	5	0	0	0
TCGA-E9-A243-01A-21D-A167-09	17	6	31	4	0	0
TCGA-E9-A244-01A-11D-A167-09	14	0	55	0	15	1
TCGA-E9-A245-01A-22D-A16D-09	4	0	12	0	0	0
TCGA-E9-A247-01A-11D-A167-09	18	0	6	0	9	0
TCGA-E9-A248-01A-11D-A167-09	6	1	0	0	7	0
TCGA-E9-A249-01A-11D-A167-09	4	2	5	0	2	0
TCGA-E9-A24A-01A-11D-A167-09	8	0	8	0	0	0
TCGA-E9-A295-01A-11D-A16D-09	35	0	30	0	0	0
TCGA-E9-A2JS-01A-11D-A17W-09	50	0	6	0	12	0
TCGA-E9-A2JT-01A-22D-A18P-09	2	0	0	5	0	0
TCGA-E9-A3HO-01A-11D-A20S-09	0	0	57	0	12	0
TCGA-E9-A3Q9-01A-11D-A21Q-09	23	0	33	0	9	0
TCGA-E9-A3QA-01A-61D-A228-09	0	13	36	13	6	1
TCGA-E9-A3X8-01A-31D-A22X-09	6	0	10	2	0	0
TCGA-E9-A54X-01A-11D-A25Q-09	32	0	2	0	0	1
TCGA-E9-A54Y-01A-11D-A25Q-09	31	3	11	0	0	0
TCGA-E9-A5FK-01A-11D-A27P-09	4	0	10	0	1	0
TCGA-E9-A5FL-01A-11D-A27P-09	17	6	43	12	14	0
TCGA-E9-A5UO-01A-11D-A28B-09	4	0	14	0	14	0
TCGA-E9-A5UP-01A-11D-A28B-09	17	0	3	0	13	0
TCGA-EW-A1IW-01A-11D-A13L-09	19	32	13	10	5	0
TCGA-EW-A1IX-01A-12D-A142-09	0	6	6	5	0	0
TCGA-EW-A1IY-01A-11D-A188-09	10	7	2	5	0	0
TCGA-EW-A1IZ-01A-11D-A188-09	98	0	0	0	196	0
TCGA-EW-A1J1-01A-11D-A188-09	8	0	5	0	7	0
TCGA-EW-A1J2-01A-21D-A13L-09	21	3	5	0	0	0
TCGA-EW-A1J3-01A-11D-A13L-09	9	2	17	0	0	0
TCGA-EW-A1J5-01A-11D-A13L-09	0	248	0	163	0	0
TCGA-EW-A1J6-01A-11D-A188-09	30	0	10	0	0	0
TCGA-EW-A1OV-01A-11D-A142-09	15	52	8	16	0	0
TCGA-EW-A1OX-01A-11D-A142-09	0	3	7	1	6	0
TCGA-EW-A1OY-01A-11D-A142-09	33	6	11	0	7	0
TCGA-EW-A1OZ-01A-11D-A142-09	19	7	15	3	6	0
TCGA-EW-A1P0-01A-11D-A142-09	6	0	17	0	0	0
TCGA-EW-A1P1-01A-31D-A14G-09	0	0	0	0	3	0
TCGA-EW-A1P3-01A-11D-A142-09	5	3	3	0	1	0
TCGA-EW-A1P4-01A-21D-A142-09	6	0	33	5	13	1
TCGA-EW-A1P5-01A-11D-A142-09	5	0	0	1	12	0
TCGA-EW-A1P6-01A-11D-A142-09	13	0	6	0	0	0
TCGA-EW-A1P7-01A-21D-A142-09	2	0	4	0	2	1
TCGA-EW-A1P8-01A-11D-A142-09	11	0	17	0	15	0
TCGA-EW-A1PA-01A-11D-A142-09	15	3	15	0	0	0
TCGA-EW-A1PB-01A-11D-A142-09	11	21	59	43	0	0
TCGA-EW-A1PC-01B-11D-A21Q-09	33	17	69	0	32	0
TCGA-EW-A1PD-01A-11D-A142-09	0	8	52	0	9	1
TCGA-EW-A1PE-01A-11D-A142-09	5	4	8	0	13	0
TCGA-EW-A1PG-01A-11D-A142-09	3	1	0	0	1	0
TCGA-EW-A1PH-01A-11D-A14K-09	24	0	10	4	3	0
TCGA-EW-A2FR-01A-11D-A21Q-09	19	7	28	0	0	1
TCGA-EW-A2FS-01A-11D-A17D-09	13	0	9	0	4	0
TCGA-EW-A2FV-01A-11D-A17D-09	13	0	4	0	3	0
TCGA-EW-A2FW-01A-11D-A17D-09	12	4	3	0	0	0
TCGA-EW-A3E8-01B-11D-A243-09	33	48	0	18	0	0
TCGA-EW-A3U0-01A-11D-A228-09	11	0	120	11	0	0
TCGA-EW-A423-01A-11D-A243-09	32	5	18	5	11	0
TCGA-GI-A2C8-01A-11D-A16D-09	23	0	55	11	16	0
TCGA-GI-A2C9-01A-11D-A21Q-09	0	0	116	0	37	0
TCGA-GM-A2D9-01A-11D-A18P-09	44	225	0	126	0	0
TCGA-GM-A2DA-01A-11D-A18P-09	29	4	0	0	0	0
TCGA-GM-A2DB-01A-31D-A19Y-09	27	0	54	0	0	0
TCGA-GM-A2DC-01A-11D-A18P-09	15	0	2	1	0	0
TCGA-GM-A2DD-01A-11D-A17W-09	0	4	25	0	17	0
TCGA-GM-A2DF-01A-11D-A17W-09	18	0	7	4	3	0
TCGA-GM-A2DH-01A-11D-A17W-09	17	11	60	27	0	0
TCGA-GM-A2DI-01A-31D-A18P-09	5	15	0	5	0	0
TCGA-GM-A2DK-01A-21D-A17W-09	6	3	11	0	4	0
TCGA-GM-A2DL-01A-11D-A18P-09	15	7	16	3	0	0
TCGA-GM-A2DM-01A-11D-A17W-09	6	0	12	0	0	0
TCGA-GM-A2DN-01A-11D-A17W-09	5	0	7	0	8	0
TCGA-GM-A2DO-01A-11D-A19Y-09	0	44	14	35	0	0
TCGA-GM-A3NW-01A-21D-A228-09	29	23	12	21	0	0
TCGA-GM-A3NY-01A-11D-A21Q-09	45	9	50	0	14	0
TCGA-GM-A3XG-01A-31D-A243-09	2	0	6	0	0	0
TCGA-GM-A3XL-01A-11D-A22X-09	6	0	57	18	12	0
TCGA-GM-A3XN-01A-12D-A22X-09	12	2	7	0	5	0
TCGA-GM-A4E0-01A-12D-A25Q-09	15	0	8	0	0	0
TCGA-GM-A5PV-01A-11D-A28B-09	11	6	8	0	0	0
TCGA-GM-A5PX-01A-12D-A28B-09	18	0	3	3	8	0
TCGA-HN-A2NL-01A-11D-A18P-09	20	0	47	0	0	1
TCGA-HN-A2OB-01A-21D-A27P-09	0	2	0	2	7	0
TCGA-JL-A3YW-01A-12D-A23C-09	0	0	60	0	27	0
TCGA-JL-A3YX-01A-11D-A22X-09	11	11	0	4	9	0
TCGA-LL-A440-01A-11D-A243-09	0	1	11	0	0	0
TCGA-LL-A441-01A-11D-A243-09	19	0	50	0	5	0
TCGA-LL-A50Y-01A-11D-A25Q-09	19	7	7	0	5	0
TCGA-LL-A5YL-01A-12D-A29N-09	28	32	15	0	0	0
TCGA-LL-A5YM-01A-11D-A28B-09	17	2	8	0	0	0
TCGA-LL-A5YN-01A-11D-A28B-09	2	3	14	0	8	0
TCGA-LL-A5YO-01A-21D-A28B-09	0	0	29	5	3	0
TCGA-LL-A5YP-01A-21D-A28B-09	8	8	64	0	14	1
TCGA-LQ-A4E4-01A-11D-A25Q-09	15	30	28	8	10	1
TCGA-MS-A51U-01A-31D-A25Q-09	2	6	3	0	8	0
TCGA-OK-A5Q2-01A-11D-A27P-09	24	3	4	0	0	0
TCGA-OL-A5D6-01A-21D-A27P-09	24	4	11	0	0	0
TCGA-OL-A5D7-01A-11D-A27P-09	6	0	40	0	12	0
TCGA-OL-A5D8-01A-11D-A27P-09	3	3	8	0	13	0
TCGA-OL-A5DA-01A-11D-A27P-09	5	22	6	17	13	0
TCGA-OL-A5RU-01A-11D-A28B-09	8	3	4	0	13	0
TCGA-OL-A5RV-01A-12D-A28B-09	10	0	3	0	1	0
TCGA-OL-A5RW-01A-11D-A28B-09	0	12	99	59	0	0
TCGA-OL-A5RX-01A-11D-A28B-09	2	2	3	0	21	0
TCGA-OL-A5RY-01A-21D-A28B-09	0	1	7	0	3	0
TCGA-OL-A5RZ-01A-11D-A28B-09	65	0	33	7	0	0
TCGA-OL-A5S0-01A-11D-A28B-09	6	5	5	0	15	0
TCGA-OL-A66H-01A-11D-A29N-09	0	0	17	0	7	0
TCGA-OL-A66I-01A-21D-A29N-09	22	0	8	4	0	0
TCGA-OL-A66J-01A-11D-A29N-09	34	6	19	0	0	0
TCGA-OL-A66K-01A-11D-A29N-09	0	0	8	0	20	0
TCGA-PE-A5DC-01A-12D-A27P-09	28	11	79	0	0	0
TCGA-PE-A5DD-01A-12D-A27P-09	15	25	4	8	9	0
TCGA-PE-A5DE-01A-11D-A27P-09	55	242	0	135	0	1
